book_id,title,publish_date,author_id,publisher_id
1102,Midnight Ocean #1102,1988-01-24,151,37
1103,Luminous Garden of Salt #1103,2008-09-26,213,32
1104,Velvet City #1104,2019-09-24,149,3
1105,Sapphire Signal and Silk #1105,1990-10-22,32,34
1106,Midnight Forest #1106,2019-08-21,33,18
1107,Autumn Forest #1107,1980-06-28,254,40
1108,Autumn Mirror and Steel #1108,1971-11-13,83,19
1109,Velvet Archive and Smoke #1109,1990-10-28,260,15
1110,Storm Constellation and Smoke #1110,1981-10-07,151,25
1111,Iron Constellation #1111,2002-04-27,242,11
1112,Secret Archive of Stars #1112,2013-04-28,67,12
1113,Hidden Compass #1113,1979-01-20,213,32
1114,Forgotten Tower of Glass #1114,1971-08-18,184,17
1115,Wild Constellation of Glass #1115,1975-09-18,173,28
1116,Golden Mountain of Thunder #1116,2013-08-20,133,22
1117,Wild Street of Honey #1117,1983-07-25,264,39
1118,Winter Empire #1118,2009-04-12,235,8
1119,Golden Mountain #1119,1979-02-21,288,3
1120,Frost Empire of Salt #1120,1988-06-05,186,11
1121,Velvet Crown #1121,2015-05-22,256,7
1122,Restless Chapel of Shadows #1122,1981-01-12,104,29
1123,Iron Street #1123,1992-01-04,243,22
1124,Forgotten Wanderer of Honey #1124,2003-05-31,213,24
1125,Autumn Constellation and Steel #1125,1990-06-22,71,28
1126,Iron Forest #1126,2016-04-22,186,2
1127,Paper Harbor #1127,2016-05-31,36,6
1128,Ancient Horizon of Fire #1128,2008-12-10,32,26
1129,Crimson Constellation #1129,1983-07-18,295,4
1130,Autumn Kite #1130,2016-08-19,152,27
1131,Luminous Constellation #1131,1997-04-21,161,23
1132,Midnight Labyrinth #1132,2024-10-05,76,45
1133,Luminous Ocean #1133,2018-11-04,320,40
1134,Autumn Ocean #1134,2006-04-16,102,20
1135,Silent Garden and Bloom #1135,1981-04-21,267,35
1136,Forgotten Archive of Stone #1136,2016-10-09,175,41
1137,Shattered River of Honey #1137,1991-08-27,156,28
1138,Frost Empire #1138,2003-06-18,133,41
1139,Frost Mirror of Salt #1139,2010-04-05,153,37
1140,Velvet River of Thunder #1140,2022-03-06,290,41
1141,Winter Machine #1141,1990-12-24,180,20
1142,Forgotten Constellation #1142,2021-05-21,72,25
1143,Frost Bridge of Night #1143,2016-05-02,299,13
1144,Wild Ocean and Steel #1144,2006-12-20,42,6
1145,Crimson Forest #1145,2012-09-22,110,29
1146,Silent Mirror #1146,2006-02-18,302,36
1147,Frost Street of Honey #1147,2022-06-03,256,41
1148,Iron Ocean #1148,2013-12-02,214,11
1149,Restless Wanderer and Smoke #1149,1981-08-10,263,34
1150,Golden Kite and Silk #1150,1972-12-04,81,36
1151,Wild Empire #1151,2006-08-29,57,8
1152,Wild City of Shadows #1152,1980-07-25,191,20
1153,Wild Crown of Ash #1153,1982-10-26,73,38
1154,Iron Garden #1154,1997-05-18,146,14
1155,Shattered Bridge of Salt #1155,2019-02-14,179,5
1156,Crimson Forest of Stone #1156,2020-10-03,232,22
1157,Luminous Atlas #1157,2024-05-04,68,9
1158,Frost Chapel and Smoke #1158,2010-04-16,77,21
1159,Silent Mountain #1159,2006-10-01,199,15
1160,Luminous Horizon and Smoke #1160,1994-11-20,46,11
1161,Summer River #1161,1997-09-16,288,42
1162,Golden Chapel #1162,1987-04-07,317,35
1163,Storm Street of Snow #1163,2012-09-09,258,2
1164,Golden Constellation #1164,1986-02-15,10,18
1165,Hidden Tower #1165,2021-12-29,228,6
1166,Emerald Mountain of Glass #1166,2014-02-03,12,22
1167,Iron Compass of Night #1167,2004-04-09,132,6
1168,Golden Empire of Stone #1168,1982-12-03,94,17
1169,Silent Harbor and Steel #1169,1985-03-07,31,40
1170,Ancient Compass of Glass #1170,1996-09-26,200,7
1171,Ancient Harbor of Night #1171,1993-02-20,193,8
1172,Crimson Archive of Thunder #1172,2014-03-24,261,33
1173,Luminous Empire of Night #1173,2011-09-14,284,27
1174,Silent Atlas of Thunder #1174,1971-09-03,138,36
1175,Storm Constellation of Shadows #1175,1997-04-30,291,27
1176,Paper Library #1176,2014-11-24,105,10
1177,Wild Machine #1177,1991-12-30,276,28
1178,Emerald Ocean and Smoke #1178,2025-09-09,149,42
1179,Shattered River and Silk #1179,1994-07-09,307,17
1180,Winter Signal #1180,1989-02-01,300,33
1181,Forgotten Garden of Stars #1181,1996-12-21,46,26
1182,Summer Empire #1182,2019-12-04,144,28
1183,Hidden Mountain of Night #1183,2000-09-27,134,29
1184,Bright Tower #1184,1998-11-09,175,14
1185,Paper Mountain of Shadows #1185,1970-03-09,312,31
1186,Midnight River #1186,2007-01-25,285,45
1187,Summer Atlas #1187,2018-04-12,42,42
1188,Autumn Library and Smoke #1188,1981-01-27,181,25
1189,Secret Mirror of Ash #1189,1981-03-12,237,24
1190,Hidden Ocean of Ash #1190,1995-03-23,184,13
1191,Silent Mountain #1191,1989-11-03,120,32
1192,Wild Garden of Snow #1192,1970-08-22,101,41
1193,Luminous Empire #1193,2021-01-21,257,32
1194,Shattered Machine of Fire #1194,1975-11-12,302,9
1195,Velvet Library of Thunder #1195,2016-12-05,141,13
1196,Winter River #1196,2017-10-24,315,17
1197,Winter Machine #1197,1970-03-06,219,42
1198,Winter Chapel of Night #1198,2008-10-21,209,18
1199,Golden Constellation and Silk #1199,2002-06-06,265,3
1200,Velvet Tower and Steel #1200,2017-10-07,230,21
1201,Midnight Signal of Stars #1201,2021-04-20,13,15
1202,Summer Forest #1202,1992-06-05,101,11
1203,Ancient Crown of Salt #1203,1972-07-02,246,28
1204,Midnight City #1204,1999-12-29,129,16
1205,Golden Atlas of Night #1205,1974-11-19,171,34
1206,Last Library #1206,2025-08-01,225,7
1207,Autumn Ocean #1207,1977-09-03,32,3
1208,Luminous Horizon #1208,1975-11-01,66,4
1209,Paper Garden and Steel #1209,1975-11-26,53,44
1210,Crimson Machine and Bloom #1210,2006-01-14,50,40
1211,Iron Tower #1211,2025-12-25,6,30
1212,Luminous Ocean #1212,2025-08-23,318,7
1213,Ancient Chapel #1213,1972-05-01,233,34
1214,Ancient City of Salt #1214,1971-02-07,305,5
1215,Storm Archive #1215,1981-04-21,261,17
1216,Wild Forest and Smoke #1216,1986-09-06,125,9
1217,Crimson Garden and Steel #1217,2016-01-14,184,20
1218,Storm Machine #1218,1983-03-24,241,20
1219,Secret Horizon of Ash #1219,2016-06-11,301,43
1220,Winter Harbor of Glass #1220,2007-11-13,177,13
1221,Hidden Chapel #1221,1976-02-20,175,13
1222,Winter Atlas #1222,2011-12-07,308,45
1223,Ancient City #1223,2000-02-11,316,20
1224,Iron Horizon and Smoke #1224,1973-10-14,254,15
1225,Midnight Chapel of Thunder #1225,2011-11-09,320,14
1226,Last Atlas #1226,1999-09-29,193,14
1227,Luminous Compass #1227,1970-08-09,186,1
1228,Silent Mirror of Salt #1228,1982-10-11,149,29
1229,Hidden Chapel #1229,2002-04-16,23,2
1230,Hidden Archive of Thunder #1230,1993-07-04,90,22
1231,Emerald Tower of Ash #1231,1985-10-18,135,7
1232,Midnight Constellation of Salt #1232,2000-05-11,108,20
1233,Paper Tower and Bone #1233,1985-05-17,270,40
1234,Iron Kite of Shadows #1234,1981-09-25,98,13
1235,Emerald Signal #1235,1998-07-11,307,28
1236,Autumn Tower #1236,2025-04-08,301,13
1237,Emerald Crown #1237,1999-05-26,127,4
1238,Autumn Labyrinth #1238,2015-08-07,300,32
1239,Hidden Bridge and Silk #1239,2025-03-01,34,11
1240,Frost Signal #1240,2015-09-06,192,32
1241,Frost Ocean and Bone #1241,2017-02-21,248,32
1242,Sapphire Labyrinth #1242,2022-05-23,19,14
1243,Last Archive of Thunder #1243,2005-07-08,112,20
1244,Iron Signal #1244,2003-07-25,131,36
1245,Silent Harbor #1245,1996-06-21,228,34
1246,Wild Tower #1246,2011-09-28,263,40
1247,Ancient Forest and Steel #1247,2006-09-09,189,32
1248,Ancient Labyrinth of Fire #1248,2009-08-17,120,17
1249,Autumn Library of Stars #1249,1996-06-03,257,33
1250,Emerald Chapel of Honey #1250,1990-06-07,51,8
1251,Silent Mirror of Snow #1251,1999-12-11,101,44
1252,Ancient Labyrinth of Honey #1252,1987-02-07,310,9
1253,Summer Bridge of Honey #1253,1970-10-07,154,19
1254,Wild Signal #1254,2022-01-11,7,31
1255,Autumn Wanderer #1255,1983-05-24,204,15
1256,Last Bridge #1256,2012-07-25,120,34
1257,Storm Machine #1257,2011-05-25,175,6
1258,Ancient Archive and Steel #1258,1988-10-20,225,29
1259,Emerald River of Shadows #1259,1997-05-31,5,32
1260,Winter Mirror and Steel #1260,2008-03-11,207,45
1261,Emerald Crown of Ash #1261,2020-12-02,17,9
1262,Restless Horizon #1262,2024-02-06,312,37
1263,Luminous Signal and Bloom #1263,1975-09-19,274,25
1264,Hidden Atlas and Smoke #1264,1997-05-01,48,11
1265,Golden Constellation #1265,1972-11-16,309,32
1266,Midnight Compass and Bloom #1266,1995-06-19,106,15
1267,Forgotten Constellation and Smoke #1267,1975-02-26,189,34
1268,Midnight Compass and Steel #1268,2005-02-01,81,8
1269,Restless Machine of Stars #1269,2004-11-24,106,9
1270,Hidden Crown and Silk #1270,1984-03-30,310,37
1271,Forgotten City and Smoke #1271,1994-09-17,104,1
1272,Restless Ocean and Bloom #1272,2024-04-06,127,34
1273,Ancient City #1273,2011-04-15,237,37
1274,Crimson Bridge and Smoke #1274,2001-02-10,153,26
1275,Secret Compass of Fire #1275,2025-06-02,222,30
1276,Luminous Constellation of Salt #1276,2005-04-22,23,16
1277,Shattered Labyrinth #1277,2018-03-30,150,43
1278,Silent Kite #1278,1989-06-29,253,27
1279,Emerald Empire #1279,1976-11-12,54,33
1280,Ancient Forest of Honey #1280,1988-08-09,260,3
1281,Paper River and Smoke #1281,2004-03-12,176,26
1282,Hidden Signal of Honey #1282,1980-04-15,70,21
1283,Winter Bridge and Smoke #1283,1976-02-14,43,36
1284,Winter Tower #1284,2009-04-09,72,31
1285,Bright Compass of Ash #1285,2024-06-15,52,12
1286,Forgotten Empire and Bloom #1286,1985-02-10,40,43
1287,Midnight Constellation and Smoke #1287,2002-02-15,92,14
1288,Summer Garden #1288,2017-10-03,111,29
1289,Summer Garden #1289,2016-11-28,53,25
1290,Summer Crown of Ash #1290,1974-05-14,194,13
1291,Last Mirror #1291,1987-12-11,47,2
1292,Iron River #1292,2000-03-30,99,44
1293,Winter Library of Salt #1293,1985-01-23,86,3
1294,Iron Wanderer of Night #1294,1998-12-13,288,41
1295,Hidden Mountain and Bloom #1295,2008-05-21,62,15
1296,Hidden Empire of Fire #1296,1971-05-07,206,42
1297,Ancient River and Smoke #1297,1989-09-30,34,43
1298,Bright Chapel #1298,1973-12-10,35,14
1299,Iron Crown #1299,2014-10-27,53,35
1300,Storm Compass of Salt #1300,2023-10-26,167,41
1301,Summer Signal #1301,1981-12-04,171,12
1302,Autumn Street #1302,1998-07-12,247,5
1303,Ancient River #1303,2022-06-27,230,25
1304,Frost Chapel #1304,2015-03-02,301,1
1305,Last River #1305,1981-02-17,159,16
1306,Velvet Forest #1306,2025-08-08,41,4
1307,Restless Mirror of Snow #1307,1983-08-10,193,14
1308,Autumn Garden and Smoke #1308,1999-06-28,69,18
1309,Ancient Chapel #1309,1973-07-21,267,27
1310,Autumn Crown #1310,1990-07-19,170,22
1311,Last Archive of Thunder #1311,1989-12-16,312,25
1312,Frost Horizon of Ash #1312,1975-10-19,252,5
1313,Hidden Garden #1313,1982-09-12,105,9
1314,Silent Compass #1314,1988-05-02,121,33
1315,Silent Forest #1315,1997-12-11,85,13
1316,Last Forest of Thunder #1316,1997-03-12,147,37
1317,Paper Chapel and Silk #1317,1977-03-06,185,26
1318,Luminous Compass and Steel #1318,2015-05-02,313,28
1319,Restless Atlas and Bloom #1319,2008-05-05,43,20
1320,Secret Machine of Fire #1320,1993-01-30,195,30
1321,Forgotten Ocean and Silk #1321,1976-06-15,171,9
1322,Summer Atlas of Snow #1322,1970-05-17,7,33
1323,Velvet Bridge and Bloom #1323,2007-04-22,203,24
1324,Luminous Atlas of Stars #1324,2006-09-04,20,8
1325,Luminous City and Steel #1325,1992-11-25,179,33
1326,Summer Atlas #1326,2003-01-12,30,42
1327,Luminous Forest #1327,1991-09-29,245,3
1328,Wild Chapel #1328,1972-07-14,76,17
1329,Secret Ocean #1329,1983-03-22,131,16
1330,Secret City #1330,1984-06-25,7,8
1331,Silent Chapel #1331,2004-06-25,204,38
1332,Silent Wanderer #1332,2007-12-12,85,28
1333,Bright Kite and Bloom #1333,2022-07-31,158,27
1334,Velvet Library and Bone #1334,1982-10-21,138,14
1335,Velvet Signal #1335,1970-07-30,87,32
1336,Midnight Empire and Steel #1336,2017-02-04,214,42
1337,Forgotten Bridge of Fire #1337,2003-08-12,96,9
1338,Hidden Atlas of Salt #1338,2010-06-07,291,14
1339,Shattered Archive of Fire #1339,1987-03-20,133,27
1340,Paper Chapel #1340,1979-10-19,86,6
1341,Forgotten Library of Honey #1341,1975-10-07,176,2
1342,Storm Tower of Salt #1342,1970-11-08,32,18
1343,Midnight Constellation #1343,1973-10-03,50,14
1344,Frost River of Honey #1344,2013-08-05,243,22
1345,Secret Forest of Night #1345,1998-04-13,123,24
1346,Winter Signal of Glass #1346,2001-12-10,170,7
1347,Midnight Ocean #1347,2006-01-18,72,2
1348,Secret Empire #1348,1995-01-27,128,24
1349,Paper Mountain #1349,2012-08-19,264,27
1350,Winter Archive of Night #1350,1971-06-29,185,3
1351,Velvet Horizon #1351,1990-12-15,311,32
1352,Luminous Bridge #1352,1977-04-20,179,28
1353,Sapphire Constellation #1353,1979-01-05,198,19
1354,Secret Archive #1354,2016-08-28,293,33
1355,Crimson Harbor of Stars #1355,1997-01-13,281,30
1356,Shattered Ocean #1356,2013-04-04,277,16
1357,Last Archive of Stars #1357,1979-06-19,223,2
1358,Shattered Horizon #1358,1995-02-25,113,17
1359,Winter Atlas #1359,1981-01-16,70,35
1360,Autumn Bridge of Night #1360,1990-01-29,295,39
1361,Silent Chapel and Bloom #1361,2020-05-30,224,15
1362,Last Labyrinth of Stars #1362,1979-12-29,46,22
1363,Velvet City #1363,1980-06-01,294,24
1364,Restless Horizon #1364,2021-10-04,1,20
1365,Crimson City and Bloom #1365,2008-01-05,164,24
1366,Winter Harbor of Thunder #1366,1979-07-25,203,1
1367,Emerald Ocean of Stone #1367,1989-08-22,256,44
1368,Paper Harbor #1368,1983-02-01,18,39
1369,Ancient Crown of Salt #1369,1994-07-14,294,31
1370,Autumn Archive and Bloom #1370,1975-04-12,171,10
1371,Summer Archive #1371,1990-03-12,27,12
1372,Sapphire Bridge of Fire #1372,1971-12-08,281,26
1373,Ancient Forest #1373,2001-04-01,201,26
1374,Silent Wanderer #1374,1995-05-02,100,45
1375,Emerald Signal of Night #1375,2022-01-26,28,20
1376,Paper Chapel of Shadows #1376,2009-08-23,248,19
1377,Restless Archive of Snow #1377,1970-10-27,186,37
1378,Golden Constellation #1378,1983-03-30,193,28
1379,Winter Compass #1379,1978-08-14,183,31
1380,Shattered Garden of Night #1380,2023-03-28,223,10
1381,Autumn Bridge of Glass #1381,1980-08-28,124,26
1382,Sapphire Crown #1382,1985-06-23,193,45
1383,Winter Constellation and Smoke #1383,2004-04-12,141,41
1384,Autumn Ocean of Salt #1384,1980-06-18,43,8
1385,Sapphire Chapel #1385,2015-09-25,116,2
1386,Storm City #1386,2013-01-07,141,45
1387,Velvet Empire #1387,1986-04-01,197,31
1388,Autumn Kite of Shadows #1388,1978-12-03,167,5
1389,Summer Machine of Ash #1389,2005-04-30,285,35
1390,Frost Atlas of Salt #1390,1988-08-12,61,12
1391,Secret Kite and Smoke #1391,1998-03-13,63,3
1392,Restless City of Fire #1392,1977-11-17,288,17
1393,Crimson Library #1393,2015-05-30,153,24
1394,Emerald Compass of Ash #1394,1992-04-12,154,3
1395,Frost Crown #1395,2009-12-01,72,37
1396,Sapphire Kite and Bone #1396,2024-05-20,276,33
1397,Hidden Kite of Glass #1397,1991-04-10,19,13
1398,Restless Crown #1398,1989-04-23,69,39
1399,Emerald Archive #1399,1994-11-20,66,40
1400,Iron Library of Honey #1400,2004-04-02,84,26
